candidate_id,branch_type,source_keyframe_id,target_keyframe_id,source_scan_index,target_scan_index,source_processed_index,target_processed_index,source_timestamp,target_timestamp,source_fraction,target_fraction,keyframe_gap,path_gap_m,pose_distance_m,pose_angle_diff_rad,descriptor_error,descriptor_shift_rad,relative_pose_init_dx,relative_pose_init_dy,relative_pose_init_dtheta,relative_pose_icp_dx,relative_pose_icp_dy,relative_pose_icp_dtheta,mean_residual_m,inlier_ratio,translation_correction_m,rotation_correction_rad,score,accepted_before_dedup,accepted_final,accepted_loop_id,rejection_reason
100,anchor,71,16,524,122,262,61,1774265814.884133,1774265777.826819,0.8352941176470589,0.18823529411764706,55,13.54627464178814,4.157090639803108,1.388975390354202,0.12087847222222224,0.0,0.046472178899092886,0.5369803733918607,0.0,0.14196400590960193,0.12047229055411189,-0.30033619144963364,0.12141891317174304,0.6571428571428571,0.4273144885151707,0.3003361914496336,0.47797568554711534,False,False,,above_mean_residual
101,anchor,71,17,524,130,262,65,1774265814.884133,1774265778.563697,0.8352941176470589,0.2,54,13.322305740469716,4.380700707486699,1.4007991228716798,0.12687355324074076,0.0,0.2057272298574398,0.03561836696064413,0.0,-0.12748413442615486,-0.026633758694939964,0.3576893931058518,0.11075563837663119,0.7047619047619048,0.338976607506142,0.35768939310585174,0.5422241359793669,False,False,,above_mean_residual
102,anchor,71,7,524,64,262,32,1774265814.884133,1774265772.456966,0.8352941176470589,0.08235294117647059,64,15.373256729150285,2.9956910916278736,0.03559387596225441,0.14472916666666666,-0.08726646259971647,0.05294128204004181,0.7127880754011824,-0.08726646259971647,-0.0018555558427913212,0.4041973993630746,-0.09416042179582423,0.12400332904702216,0.8476190476190476,0.3134180894262708,0.00689395919610776,0.691929211669593,False,False,,above_mean_residual
103,local,72,8,530,70,265,35,1774265815.435102,1774265773.011149,0.8470588235294118,0.09411764705882353,64,15.365242670049572,2.9904014302089967,0.04605845201977293,,,0.08199368232688697,2.9892771283128825,0.046058452019772975,-0.38744410713689437,-10.606512559442713,1.8316167647104513,inf,0.0,13.603891688478631,1.7855583126906784,-inf,False,False,,below_inlier_ratio
104,anchor,72,15,530,114,265,57,1774265815.435102,1774265777.091201,0.8470588235294118,0.17647058823529413,57,13.972666095863485,3.9330079495995007,1.3194030073076504,0.1187488425925926,-0.17453292519943295,0.19735912718847437,0.7234830929363173,-0.17453292519943295,0.5443776412590208,0.14651905385963163,-0.4609838620249376,0.06235324177744989,0.5490196078431373,0.6732825198201816,0.2864509368255046,0.40501556724239407,False,False,,below_inlier_ratio
105,anchor,72,9,530,78,265,39,1774265815.435102,1774265773.750477,0.8470588235294118,0.10588235294117647,63,15.120990849006615,3.0234454825221504,0.13685734242926317,0.12187789351851852,0.08726646259971647,-0.10735914604947072,0.658905549252478,0.08726646259971647,-0.28475316313118276,0.4388667090228968,0.3981393151397977,0.14078466634111136,0.5588235294117647,0.28264063491643576,0.31087285254008123,0.3742311569520057,False,False,,below_inlier_ratio
106,anchor,72,7,530,64,265,32,1774265815.435102,1774265772.456966,0.8470588235294118,0.08235294117647059,65,15.592561625235884,3.0294861448478314,0.11607060368665226,0.12294560185185184,-0.08726646259971647,0.042058052414044755,0.8602572173243646,-0.08726646259971647,0.19953718289044164,0.427220007719189,-0.02025719656973083,0.14988261328093083,0.7450980392156863,0.4607829222510734,0.06700926602998564,0.545786670408149,False,False,,above_mean_residual
107,anchor,72,8,530,70,265,35,1774265815.435102,1774265773.011149,0.8470588235294118,0.09411764705882353,64,15.365242670049572,2.9904014302089967,0.04605845201977293,0.13290248842592592,0.0,-0.12231429272657612,0.8772162331798161,0.0,0.0876815867716369,0.3358697485168229,0.06675452683106818,0.1339947982766271,0.7647058823529411,0.580649882341509,0.06675452683106818,0.5693083695006097,False,False,,above_mean_residual
108,anchor,72,17,530,130,265,65,1774265815.435102,1774265778.563697,0.8470588235294118,0.2,55,13.541610636555315,4.347249748344652,1.320322395147282,0.14239033564814815,-0.17453292519943295,0.3302869268684413,0.21838095340676877,-0.17453292519943295,0.07919843870585322,-0.0002919028394359488,0.13353353157218037,0.10081750787890971,0.7254901960784313,0.332961329506367,0.3080664567716133,0.5759732324103042,False,False,,above_mean_residual
109,local,73,8,536,70,268,35,1774265815.98705,1774265773.011149,0.8588235294117647,0.09411764705882353,65,15.614922983615418,2.958526697569929,0.07670281586835587,,,0.30595175978355504,2.9426643948842344,-0.07670281586835592,3.8399585721743303,-4.384975990453567,-1.5314649358303234,0.20341728550241578,0.03333333333333333,8.135325301846137,1.4547621199619676,-1.0563545883517946,False,False,,below_inlier_ratio
